positive,@Nikki2987 Saturday morning movies at the theatre! Tom & Jerry\u002c The Jungle Book! Loved that I always got to bring a friend! #PositiveThurs
negative,@CoL_70 Yep\u002c Mavs started 0-4 before racking up 67 wins in 06-07. Of course they also flamed out in the 1st round against Golden State.
neutral,@AdeleCFC still be in bolton i think :) you free sunday then? X
positive,In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :(
neutral,SO noone told me about Slingbox? I could\u2019ve been watched Sons Of Anarchy AND the Niners game on Monday!
negative,@PauDusi I was supposed to go to the 30 Rock on Monday so I could buy some NBC stuff\u002c but my brothers were tired and we had to go home :(
neutral,@LFC is there a fanpic being taken at Anfield for the game on Sunday?
positive,@justinbieber the 1st day I ever watched a Kidrauhl videoThe one of u singing in the mirror #Believe I thought u were adorable&u still r (;
positive,"Buy my new album comming out called \""fuck you procrastination 3\"" ft. Drake trey songz NWC MEEK Rick Ross. Drops in WSHH november 19 cop it!!"
negative,@MegaCeltsfan true!..dude hasn\u2019t gotten it in his 4th season and still plays the same\u002c can\u2019t be like Alex Smith who just got it together lol
neutral,@alwaysfetish it sounds similar to you but to them its like Rebecca black singing \u2019Friday\u2019...lol..
negative,I wanna see @lalahhathaway Friday with al green so bad. Missing my Pinkroom family!! #
neutral,"\""Man with the Iron Fists\"" comes out tomorrow and that Indiana movie theater gotta get right and get that movie dawg!"
positive,Tina Fey and Amy Poehler will host the 70th Golden Globe Awards in January and\u002c for once\u002c I may care about an awards show!
positive,Got so excited because today is thursday and Grey\u2019s Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it\u2019s not. #crushed
neutral,Liverpool return to League action on Sunday with an Anfield clash against Newcastle.... http://t.co/kFypvx2F
neutral,Watching Laugh At My Pain with @kevinhart4real on this cool Saturday night http://t.co/B39lNODk
negative,Boston Rob may have won Survivor AND The Bachelor\u002c but definitely not the FINCHELOR. #RHAP #FAN
neutral,#Senate Be Barack Obama for Halloween: In March\u002c after Romney beat Rick Santorum in the Ohio Republica... http://t.co/k0CdmmKc #Politics
neutral,Tina Fey and Amy Poehler are going to host the Golden Globes on Jan 13.  *hyperventilates*
negative,It\u2019s Tuesday. 8pm. I turn to ABC Family and it makes me sad to see there\u2019s no Pretty Little Liars #countingdown #jan8 #PLLfanproblems
positive,Have the privilege to ride DOD sponsored float in January 1 Rose Parade in Pasadena\u002c California!
positive,I liked a @YouTube video http://t.co/1hzJc8Yo Chris Jericho\u2019s 1st appearance after the Royal Rumble 2002 PPV (1/2)
negative,"Spotify is all \""Matt and Kim station eh? May we suggest David Guetta?\""  No\u002c you may not."
neutral,WVU\u2019s #QSU meetings will be at their regular time again starting tonight. Meet us at the Mountainlair Laurel Room at 8:00pm every Thursday.
neutral,I cant hire the Honey Badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.
neutral,"@RockfordMules I want you to cover \""Let\u2019s Stay Together\"" by Al Green on Saturday\u002c just because city pages warranted it."
neutral,A final sign that you\u2019re growing is that you find time to watch 30 Rock on Netflix on Friday at 2pm. #toofar? http://t.co/FoGpTkbV
positive,@iansomerhalder Just wanted to let you know that TVD was AMAZING tonight!!! Only the 4th episode and it was so intense! Loved it! :)
neutral,@Leviman_18 ayeee wear the Jordan\u2019s and a black vneck tomorrow\u002c let\u2019s be twins.
negative,I remember when I had twitter jail on a football Sunday during the Cowboys game. The game wasn\u2019t even halfway done #HatedIt
neutral,"#feedmemore \""@WRESTLEZONEcom: Chris Jericho explains why he thinks Ryback should beat CM Punk on Sunday: http://t.co/snzePrvu\"""
positive,#JustinDoAFollowSpree c\u2019mon\u002c u want to Kidrauhl follow u\u2019r amazing account? So let\u2019s trend!^^
positive,Absolutely amazing day! November 11 is the HUGE revealing party for NLC. I absolutely can not wait ~ Pastor C
negative,"\""@bomani_jones: monday\u2019s \""bomani & jones\"" is on jordan jefferson...and yeah\u002c it\u2019ll be a doozy\u002c too.\"" They give us weed smokers a bad name"
positive,"It\u2019s good some ABC and CBS outlets are reporting Benghazi - but part of reason is probably so they can claim \""but we reported it!\"" @ 11th hr"
negative,Honey Badger and Jordan Jefferson both got arrested for pot possession for the 3rd time. He\u2019s out for good #fuckkkk #herbaddiction
positive,3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets. He Scores when he wants ! :P  x) http://t.co/FJo5ZN6G
neutral,A model walks during the 18th annual Salon du Chocolat show in Paris\u002c wearing a dress made entirely out of... http://t.co/h5e4fqXY
neutral,Gary Ablett with 110 #dreamteam points at half time... looks like he may have a big game..
positive,"@ThaNorseGod Tim Tebow has already had more success than over 95% of QBs who have ever been in the NFL and this is his 3rd season. \""killed\""?"
neutral,@aliwoodward did you play for Exeter 1st team against Swansea yesterday?
negative,This is the worst year possible to be obsessed with someone and want to be at every single one of their concerts\u002c I have GCSE\u2019s and SAT\u2019s!:(
neutral,@veAguilar_ Eduardo you want to go to MLK tommorrow or thursday
negative,@shalisemyoung oh didn\u2019t I see where Tom Brady is the 9th most overrated NFL player. Yes this explains it.  #nflplayersarehaterstoo
neutral,@xLanaInspiritx @yoon_dae_rae @sven0408 or something that ends in a 3 lmfao time to dream about JR! i\u2019m gonna run in the street tomorrow
positive,"\""If I knew that tomorrow the world ends\u002c I still today\u002c plant a tree.\""  Martin Luther King"
neutral,Just got email about @WallStSouth press conference at 11am on Wednesday at the MLK Jr statue at Marshall Park. #CLT #dnc2012 #DNC
positive,I love competing in the Miss America\u2019s Outstanding Teen program.. Can\u2019t wait until tomorrow! #pageantday
neutral,Klas-Jan Huntelaar\u002cDemba Ba\u002cFernando Torress and Fernando Llorente who do you want Liverpool to sign in  January?
negative,@LSUFreek C\u2019mon man! Honey badger just don\u2019t give a shit!
neutral,@Twel5 I know! We went to dinner and Brett made sure he got his Thursday #Hammersticks chicken fingers though!
positive,Tomorrow is #PitBull Awareness Day! Help us change the perception so many people have about this wonderful breed. http://t.co/MgeUbZH6
positive,@OpBBQRelief is heading to Tom\u2019s River NJ and Manhatten\u002c please consider donating to the cause. They feed 1st responders and communities.
neutral,ive got 1st unit: BK RoStu Maggette CV31 GMonroe & 2nd unit: Bynum Daye Tay Jerebko Drummond i hope JR watchez the Pistons stickz w/ em sum.
neutral,@davidubben The only reason #WVU doesn\u2019t lead this stat is because WVU skips giving up 1st downs and just lets them score...
negative,"\""@JazzzyyJ: this is the first Thursday in a long time where i didn\u2019t get to see @lokaay :( #HowSad\"" Skype counts (:"
negative,got Being Human series 4 today. May just watch that tomorrow if this shitey weather continues :)
neutral,Let the debate begin: Eli or Big Ben - When the Steelers play the Giants on Sunday\u002c there will be something swirling... http://t.co/wxs2iOn7
positive,Betting on the Honey Badger: Will Tyrann Mathieu Make it to the NFL?: This Aug. 2\u002c 2012 file photo shows LSU cor... http://t.co/DG6LMPOa
negative,I havent went to Philly in a while :( my mom going tomorrow but she coming back the day after. & that\u2019s bullshit.
neutral,**(DM)** ME THE 1ST  THING THAT COMES TO UR HEAD! WHEN U HEAR SOME1 SAY: One Direction\u002c Harry\u002cLouis\u002cZayn\u002cNiall or Liam the boys
negative,"\""Big Brother may be watching you right now\u002c and you may never know. #Surveillance is the new normal\"" http://t.co/ZKKyVxOf"
positive,Morning Twitterites! Goal: By 5pm Friday\u002c want to see MSM report on Benghazi\u002c and Obama below 42% in polls. HAMMER IT HOME\u002c PATRIOTS!
neutral,Giants\u2019 Scutaro leaves game with hip injury: San Francisco Giants second baseman Marco Scutaro left Monday\u2019s NLC... http://t.co/lTU4FsFu
neutral,@francesca90 What time are you going to be back in the \u2019hood\u2019 on Thurs? And also did you purchase Justified?
neutral,Its monday! That means...back to work\u002c movie premiers\u002c Hustle and Flow Mondays\u002c DJ Table with Afrojack tonight at... http://t.co/igt8w4BT
positive,yay omg we are off school on April 1st we break up for the hols so if Janet stays over in Liverpool i could try and meet her the next day or
positive,@1stAvengerACM love Al Green. Saw him in concert in July...he\u2019s still got it
positive,December 4th 2011 Curitiba\u002c Brazil - The first and last time I saw Suicide Silence with Mitch. I\u2019m glad I ha http://t.co/xjx0DtNI
negative,In May OKC is still gonna b the primary threat to lose to the Lakers
negative,@Btch_PayME @i_fly1stclass he said if Chris bosh had to burp that shit wouldn\u2019t come out til tomorrow long neck mothafucka lmfaoooo go head!
positive,Napoleon Dynamite in the morning good way to start of my Sunday lol
negative,@ToddAkin What makes me almost as angry as #legitimaterape is that I may vote for @clairecmc\u002c even though she supported PIPA. Lesser evil...
positive,@foodstyleaholic I really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they\u2019re still serving it tomorrow)!
neutral,Miss America visits Wichita Wednesday: The current Miss America was in Wichita Wednesday to talk about her passi... http://t.co/uTy3JBMc
neutral,#F2S Saints Trip Moved - Everton\u2019s January trip to Southampton has been resheduled after it was selected for live te... http://t.co/lHWN7AMb
positive,TOUCHDOWN #3!! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. Haha. Oh well\u002c ROLL TIDE!!
negative,@_Crystall07 lol well my parents said no tomorrow and Sunday she said u could come to mi casa but if no then on the day u said el oh el
neutral,#NUFC\u2019s last league win at Anfield was actually my first visit there\u002c in 94.An emotional day with the 5th Anv. of H\u2019boro #LFC
neutral,@OhHillYea can we just skip our 3rd blocks tomorrow and go to sc and play please?!
neutral,@espn #SportsHalloweenCostume What about Tony Romo on sunday\u2019s game against the Giants?!
positive,@justinbieber please Justin follow me ? Hope everyday ! Je t\u2019aime ! Can wait to see u in Paris for the 1st time ! Je t\u2019aime <3
positive,I\u2019m right where I wanted to be on this Thursday night: grey goose has me feeling good\u002c baby making dinner and Al Green in the background.
neutral,Heather to the rescue! Just agreed to do 4Sight at Oldham tomorrow :-) #4networking #oldham
neutral,@hamiltontim88 NLC inservice days on the Monday and Tuesday Chris...another 2 days where teachers aren\u2019t even doing a half days work :-))
neutral,Is that live or the 2nd half of the orange bowl? #daboswinneyproblems MT @davidpollack47: a late arriving crowd.   http://t.co/MIPUMtMZ
neutral,Remind me to watch 30 Rock online on Friday... Ryan Lochte is going to be on it ;)
negative,WTF. So now we have to wait til friggin\u2019 JANUARY for the next episode of Pretty Little Liars. What is this?!
neutral,Got to show my rubbishy physics presentation tomorrow :/  The only good bit is Daniel Radcliffe singing the elements song ;)
neutral,If A&M goes 9-3 and Texas goes 9-3\u002c they actually might meet up in the cotton bowl in January
neutral,Going to the Wizards me tomorrow!!!!!! Sice!!!!!
negative,Fuuuuck... Up by 11 / gotta sweat Vernon Davis in the Monday night game. I\u2019ll vomit from @casey22rolltide talking up his shit team if I lose
neutral,I\u2019m delighted that Tina Fey and Amy Poehler are hosting the Golden Globes. How am I supposed to wait until January 13? #wantthistohappennow
neutral,@hoopcoachkp Yes and by big points. Similar to the cotton bowl last Saturday.
neutral,I don\u2019t have a jersey to wear tomorrow so I think I\u2019m a just wear a Mavs shirt. Lol
neutral,#SEC on @SDS - Is the SEC behind Alabama this Saturday night? http://t.co/QPN7LKEe
neutral,"March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""Pride of the Dutchmen\"" High School (Orange... http://t.co/y8L46GVr"
positive,Lana Del Rey is playing in May ahhhh have to go\u002c bless you @soph_mchale for revealing this information x
neutral,2nd night going to sleep with this girl on skype lol @xJNasty <3 http://t.co/Ic2AJf5G
positive,*A hot cup of coffee on a cold morning & some nice country music to go gets me everytime :)! #WeAreND (8-0)\u002c 3rd in the BCS!
positive,Meet us at 9755 Chalmers tomorrow evening 5:30-7pm- A Righteous Girl Meeting take sum time out your day to have sum christian girl talk...
positive,Everytime the steelers are playing on sunday night football the first thing i get fired up for is ike taylor introducing himself
neutral,It\u2019s the first week of CBB season\u002c marquette madness Friday night.  #fanupmu
negative,I could have been asleep by eleven. Except I found m iPod.... I\u2019m going to be so tired tomorrow.
negative,Why is everyone saying they arent pleased with TVD tonight? What happened???? Unfortunately it isnt on until Tuesday in the UK:(
negative,TV Ratings: CBS and FOX split a low-rated Wednesday: On a night impacted by both Halloween and the after-effects... http://t.co/OTzZ5FFL
negative,Bears suffer a 2-1 loss at SDSU tonight http://t.co/gVjbkrAk next up - No. 4/5 UCLA on Sunday in Los Angeles #GoBears
positive,Jubiliant Girl won the 5th\u002c trainer John Sadler\u2019s 1\u002c997th TB win in N. America. He also has 2 TB wins vs. QH and 1 win in Dubai. #santaanita
neutral,"Former \""Saturday Night Live cohorts Tina Fey\u002c Amy Poehler are teaming up to host the Golden Globe Awards."
positive,@BenjaminA70 I\u2019ll probably watch a few episodes of the Ricky Gervais show tomorrow and in my free periods\u002c on mah laptop. Yay! :D
neutral,going home with kayla tomorrow to a typical wisconsin small town. what should a city girl like me experience?
neutral,"\""Even if I knew that tomorrow the world go to pieces\u002c I would still plant my apple tree.\"" -- Martin Luther King"
neutral,The good news: Parks opening Sat. a.m.\u002c the bad news: the destruction http://t.co/qTVXjOa4
positive,@TCUSchloss Coach\u002c you may want to explore Zumba for your players. Great workout to work on movement and fluidity of movement.
positive,"After 6 seasons\u002c Gossip Girl\u2019s ready to say goodbye on December 17th with 2 hour special \""New York\u002c I Love You XOXOX\"""
negative,@SpicyMamacita69 I hate those movies and Devil Inside\u002c and I think it\u2019s called 4th kind. All those documentary type.
positive,hmmm how about this book for my birthday.. and El Clasico in La Liga will happen on March 3! sweeeeet! http://t.co/3qSFAiIU
positive,I love Thursdays....Grey\u2019s Anatomy....One day closer to Friday.....and No driving to Huntsville.
positive,People may hate on Jersey Shore but honestly I love it.
neutral,Demba Ba is rated as \u201950-50\u2019 to make Newcastle United\u2019s trip to Liverpool on Sunday\u002c with the striker nursing a... http://t.co/Xs5uSb0d
negative,Special Notice for lefties who try to watch the best show on TV\u002c Justified.  http://t.co/6FC1Xj0Y (2nd try melts tv) http://t.co/aO4luftP
negative,El Classico on a Sunday Night isn\u2019t perfect for the Monday Morning !!
positive,Why can\u2019t Sean\u2019s season of The Bachelor just start Monday? #roses #TheBachelor #EXCITED #bestshow
negative,@AlistairWhite tomorrow? I don\u2019t think so babe\u002c sorry... only confirmed sunday with Pats...
positive,My Saturday night is the movie Contraband\u002c Kate Beckinsale is good looking
neutral,@26nillive @jimmystirling is currently on a 2 week trial with stoke city played for their firsts in a training game v Rochdale on Tuesday
positive,@ErinAndrews @BrianWilson38   I know u miss SEC football Erin. Nothing like it! Can\u2019t wait for BIG monday\u2019s coming soon. @DickieV. Cant wait
negative,@apwestgarth In case you didn\u2019t spot it\u002c Greys Anatomy is back next Wednesday at 10 on Living // @stack72
positive,"\""@Jonny_Hancock87: If you google \""fresh prince costume\"" I\u2019m the 3rd picture!\"" That\u2019s cool!"
neutral,@WilliamsonNFL what do you think\u002c dynasty league\u002c Trent Richardson and my 2nd and 3rd round picks\u002c for Ridley and two 1st rounders?
neutral,Watching the 3rd episode of New Jersey Shore and I\u2019ve just realised the theme tune has changed! #BringBackLMFAO
positive,Tom Stone has this soccer team rolling. HUGE game tomorrow against Baylor in the Big 12 Semifinals. #wreckemtech http://t.co/drR4kNw7
negative,This is only the 4th time wearing my Concords
positive,Bold prediction: Cowboys will beat the Falcons Sunday night! #CowboysNation
negative,Who the hell moshes at Matt and Kim?? Next time watch out for my face\u002c mofos! My cheekbones better not be purple tomorrow. @alexanderCXV
positive,"It\u2019s #DigitalWednesday! If you want an MP3 of \""Keep your Foot on the Devil\u2019s Neck\u002c\"" be one of the 1st 10 people to respond \""I DO!\"""
neutral,Jonathan Grimes / Grimes\u002c who was claimed off waivers by the Texans on Wednesday\u002c http://t.co/AwPcBkVf #NFL #HOU
positive,@HiIAmEbalyn Kuttay\u002cyou have an exam tomorrow yes?All the best :D do well and don\u2019t think about Zayn and all :P focus and shit :P bye <3
neutral,Matt we need to make plans for tomorrow night with some dimes
negative,How in hell did Philly give #MichaelVick a 100 million dollar contract? They would be better off with Matt Flynn for a 1/4th price. #Idiots
neutral,@LouRockin4Vonn Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB
neutral,This nigga Dwight Howard has end of the game stats in the 3rd quarter
negative,To whom this may concern:  Please get your shit together before you talk about somebody else   Love\u002c Paris
positive,Did the Patriots just actually blitz on 3rd down.. amazing what some pressure does
negative,no Chipotle today and no Grey\u2019s Anatomy tomorrow......... obviously the world hates me
neutral,@annalilia @arrogantlaker they are going in on the Lakers. Mike Brown may need to take notes..
positive,"(And trust\u002c I could talk forever about Madonna\u2019s choice of singles. Would *anything* from MDNA had been a better 1st single than \""GMAYL?\"")"
positive,@_robnotbob haha it\u2019ll be alright. We got Swansea on Saturday tho away hahaha just like we talked
neutral,last day of work and then my 1st official vacation! going to see my little bro in florida tm! and my mommy! #FamOverAll
neutral,3 days of Halloween starts tomorrow: Day 1 - David Bowie\u002c day 2 - poker face\u002c day 3 - skeleton #HOLLA
negative,@joelmchale February?! The fuck. NBX shitting the bed w/ Community\u002c Parks and Recreation\u002c Up All Night and 30 Rock
neutral,You can get up early Thursday morning and come to see Rick Santorum at the Charlotte Victory Center; or\u002c  If you... http://t.co/bCbhSVum
negative,Steve Jobs and Dr. King on the same level?!?! Nah... C\u2019mon Kanye..
negative,Drake didn\u2019t drop any new shit in October. @JaimeeHendrix cried this morning when he realized
neutral,@Noe_BuenaVidaJB from Brazil. It has some differences. We may have the same words for some things but the pronunciation is way different :)
neutral,If Alabama loses to LSU on Saturday\u002c the BCS Championship Game could be played without an SEC team http://t.co/lORN0lRd via @FoxSports
positive,Leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. Congrats you\u2019re 19.
neutral,Tom Horne was a lying bastard when he said he marched with MLK\u002c he\u2019s a lying bastard as Arizona AG. That\u2019s why I love him. XO Jan Brewer
positive,The perfect day apart from Jordan Rhodes\u2019 late goal for Blackburn. Up to 6th in the table\u002c bring on next Saturday! #nffc
negative,@SimpplyA TMILLS is going to Tucson! But the 29th and it\u2019s on a Thursday :(
neutral,I may or may not be dressing as Zayn right now just so I can get cheap food at Chipotle. #noshame
negative,WSJ: Microsoft testing homegrown handset designs with suppliers\u002c may not see mass pro:   Until very recently\u002c Mi... http://t.co/7E5QXak8
neutral,Quiz time... coming up. Answers on the OSFC Physics page ONLY!  1st correct answer wins a KitKat Chucky. U must be studying Physix at Oldham
neutral,For those in Ohio who care\u002c Buckeyes would be 6th in the BCS right now ... behind 1-loss LSU
positive,Frank Gore & Vernon Davis\u002c make wins tomorrow please. #fantasyfootball
neutral,could make his Spireites debut against @Official_HUFC at the Proact Stadium in the FA Cup first round on Saturday.
neutral,Is this story why a major democrat in Florida just asked the Gov to extend early voting? http://t.co/9yPH9GvG #TheBlaze @GlennBeck
positive,"\""@AdamantCriminal: WHITE COLLAR returns on Tuesday\u002c January 22 at 10/9c.\""Can\u2019t wait to see it :-)"
positive,@pewterpirate83 remember we just beat Arkansas and Ryan Mallett in Sugar Bowl! Arkansas was 2nd best team in SEC that year
neutral,Were at the Pca game Friday? Idk if you remember me but I was Jared\u2019s friend from TCA @DeonteWilliam17
positive,@anpburgers Good lad. think it\u2019s actually a Saturday. I have the 17th in my diary. S S + AMAZING. El Classico in La Cuchara a highlight!
negative,At some point tomorrow morning/afternoon\u002c the #NHL will can the Winter Classic\u002c and effectively the entire season. Is it March Madness yet?
neutral,Someone take me to Florida so I can live in the sun.
neutral,@Fosters_ I text you earlier re the XC relay\u2019s on Sat\u002c Andy needs to know if you are running
negative,I was legitimately more impressed and intimidated by The Devil Inside than with PA4. Might not see the 5th one at all.
neutral,@Crennell99 u making the trip to Liverpool on the 10th? Think my self and tinchy temple are taking in Everton game if I fancy it?
neutral,She said she was gone stand in line to get my Concords in December !
neutral,How long b4 the town houses on 7th Ave. Nd MLK get power back on?? @CoryBooker
neutral,@MeeshyHope aha yea it still closed and the truck is still filling... Im in my moms car because were leaving for DC tomorrow and we need gas
positive,Sugar bowl\u002c then we might play riverside\u002c playin st aug\u002c peabody\u002c op walker. man district goin be the easy part
negative,just a quick message to my #TVDUKFamily and anyone else who can\u2019t watch TVD tonight\u002c my surprise won\u2019t be revealed until tomorrow so ...
neutral,@footballtips at the ready. As much as It hurts me to say this but the gunners at 4-1 to beat united tomorrow can I not bet it being united
positive,: The Dark Knight Rises. Seeing it for the 3rd time. Lol. Is it too early to start talking about Golden Globe & Oscar nods? Best everything!
neutral,#openfollow Hear lost interview of MLK Jr.: A Tennessee man finds a long lost interview with Mar... http://t.co/p4jK4VKT #teamfollowback
positive,Contraband with the boys! So eager to finally watch it!! @David @Ronnie #Monday #bored #ineedmoregirlfriends #pathetic
positive,Being HUMAN is our number 1 job. A responsibility. Don\u2019t you forget it. Happy Friday! :)
positive,Kanye and Kim as Batman and Catwoman may be the best thing I\u2019ve seen all week
positive,"Rasheed Wallace said he\u2019s ready to play \""30 minutes if needed\"" in tomorrow\u2019s home opener at MSG against the Heat."
neutral,I want Notre Dame to go to the National Championship but i want OU to win this saturday
neutral,Going to the Heat vs. Bobcats game December 26
neutral,When\u2019s the last time the Chiefs scored a meaningful offensive touchdown? September 23rd\u002c at Saints. #FIREPIOLI
positive,going back to Houston tomorrow(: excited!!!!
positive,Can\u2019t wait to go to to the Patriots game dec. 10th :) ahhh i hope we get a mssive snow storm!
positive,Attending #WIFLC with our chapter on Sunday? Please bring items for the charity event. Check @WisconsinDECA\u2019s FB for more info. #DECALove
negative,@TheBiggIdea If you watch Any Given Sunday backwards\u002c it\u2019s like Tim Tebow\u2019s career.
negative,Jordan Rhodes was NOT jeered last night like this bellend in the sun is reporting!!!
positive,#sunsetcinema continues next Thursday with RED TAILS\u002c a fantastic portrayal of the Tuskegee Airmen in action http://t.co/XAQKlwgM
positive,What Would Derek Fisher Bring to the L.A. Lakers?: The  Lakers  may soon be creating a new position for free age... http://t.co/MoVKypoU
positive,@itsjudytime praying for Judy!! May the Lord Jesus fill your room with His Love and protection!! God Bless you!! John 3:16
positive,No way Bucs make that Pats 4th round pick in 201:. It will be packaged to move up. Dominik loves to climb the draft ladder.
positive,I needa find this stuff for tomorrow\u002c WSSU parade (: I\u2019ll be with PIPA but you know I\u2019ll be with reppin my MUSTANGS!!!
positive,@gsafc thank you\u002c very much appreciated\u002c hoping to deliever great football tweets and good banter\u002c shame about tuesday\u002c i do like Sunderland
neutral,Snow White and the Huntsman director Rupert Sanders may direct Tom Cruise in Van Helsing: SNOW WHITE ... http://t.co/qihPy1Ud #movienews
neutral,Ungentlemanly. Tim Howard runs 20 yards out of goal in an attempt to get Sterling sent off for 2nd yellow card (which it wasn\u2019t). #pasoccer
positive,@ardecarteret have a fun trip tomorrow! Your note is on Tumblr is you didn\u2019t see it yet :) I believe in you\u002c I love you\u002c and run fast <3
positive,Welcome Monday. Time to hustle. Get on the train. #hustle #work #love #career #train #chicago #vision #focus http://t.co/OJ22bP0S
negative,@kjrmitch you should call in sick....i mean who can listen to HM tomorrow.  Blah\u002c blah...matt Flynn...blah\u002c blah blah...matt Flynn....blah\u002c
neutral,"After knocking out some fighter in the 2nd round\u002cMuhammad Ali walks up to him and says \""you ain\u2019t got no biz being in the biz\"" #swag"
positive,This time last night was cuddled up with Liam\u002c awh I miss him already:( can\u2019t wait for Saturday:))
neutral,JR\u2019s HAVE to go to the pep rally tomorrow!
negative,@madeleinegracee seriously\u002c got punished for a month in the 8th grade for going to contraband and its been downhill since #wildchild
neutral,@arvee6teen almost home :) we\u2019re in Dubai na :))) u going to nin\u2019s tomorrow ?
neutral,Vote \u2019Castle\u2019\u002c Stana Katic & Nathan Fillion in the 2013 People\u2019s Choice Awards: Tomorrow marks the final day of... http://t.co/qbG2GVw4
negative,@mtracey such a foolish thought. Santorum and Palin would start a primary challenge in March. Depends on Congress some but EO first day.
positive,Watching Napoleon Dynamite and doing homework. I\u2019m having the best Saturday ever.
neutral,I\u2019m going to Go Radio at Shelter in Detroit\u002c MI - Nov 25 http://t.co/V9lIbRx9
neutral,Final: IU 1\u002c Northwestern 1. Indiana finished the B1G season at 3-2-1. We await Saturday\u2019s result to see our seed in the B1G Tournament.
neutral,3 days to convince some one to come to lana del rey with me in may lol
neutral,Off to Sunderland v Aston Villa Saturday.  Am sure I\u2019ve seen the managers somewhere before...
negative,World Peace has no talent. I have no reason why we let go of Lamar Odom in the first place. Best 6th man we\u2019ve had in a while.
neutral,#FootballAsAKid Every day at school\u002c Saturday & Sunday morning for local teams\u002c saturday afternoon going to watch Chelsea
positive,Happy Birthday @hitmansteviej may you have many more. Can\u2019t wait to party with you & @MsJoseline on Sat. in DC @LoveNightclubDC
negative,hearing KSU talk about WVU like this gets me so heated! I want us to go orange bowl on them this sat
neutral,MTV News Exclusive: On the Set of the F Word: Daniel Radcliffe talks to MTV News on the set of The F Word.Added: Fri Oct 19 06:57:16 ...
positive,Significant development Monday night: 49ers QB Alex Smith and WR Michael Crabtree were on the same page. http://t.co/BjV8UC7v
negative,@kendalldawn13 it\u2019s time to call in the CBB...Monday is going down!
positive,"I have the absolute best \""Big Brother\"" he\u2019s agreed to go go Starbucks with us on Saturday \u002c <3 #He\u2019sTheBest"
neutral,@C_lairen January 13. Save the date. Get the Jargaritas in. It\u2019s a Golden Globe party. I need to make a drinking game!
neutral,Learnt a valuable lesson on Saturday. When your in Oldham and you tell the the taxi driver to take you to town\u002c he won\u2019t think you mean Mcr!
neutral,@sirwake I get in around noon!!! And I\u2019m coming to PCA all day Friday :) #alumnireturning
neutral,Wait it\u2019s Friday on the east coast why isn\u2019t little things on iTunes
neutral,Cards Drop Their 4th Straight to Niners: How many of you stayed past the 3rd quarter? How many let alone stayed ... http://t.co/prvNAp00
negative,That awk moment Baylor offers a ridiculous amount of money that could be a full ride at Tech\u002c but doesn\u2019t even cover the 1st year. Eff ya.
positive,"Kanye\u2019s 6th solo album apparently... \""Brighter than Dark Fantasy\u002c and shit that you can dance to. It\u2019ll be a smarter album than Graduation\"""
neutral,4th of November is the date for us to receive all relevant documents and work for GCSE Controlled Assessment and IAAs. #deadline
neutral,"Watching \""Red Tails\"" 4 the 1st time"
neutral,Every go getter I know got the same agenda. Hustle from January til the end of December.
neutral,@SykesCharlie The election at United Car Wash continues through next Tuesday .As you will recall\u002c United car Wash at 1575 Madison Road.
negative,@redfoster Sorry Red\u002c I\u2019d normally love to but I can\u2019t.  I\u2019ll be locked in the office Saturday and Sunday except for the Pacers game.
positive,@kirkcandersen @godbless_erica Kirk you\u2019ve been my best friend for 16 years and Erica has been my best girl friend since 7th grade
neutral,@sportstats1 Night of the Running Dead next Saturday for Huntsman\u2019s :O).
positive,Take the 1st step in faith. You dont have to see the whole staircase\u002c just take the 1st step. ~Dr. Martin Luther King Jr. #quote
positive,Justin may grow up but he will always be the same ALWAY the Kidrauhl tht will be caring for fans being weird and making others smile
positive,@dayaneeb isn\u2019t it still due tomorrow? Ah dude I\u2019m like rewriting my Drake song.. Lmao and changing words on it
neutral,@GNev2 @chrisdj9 Was the referee not a option i take it. See Howard Webb is starting for Man Utd on Saturday.
neutral,@Hannahwestwood8 did you do it via the website? Igot a instant response Monday from Oldham with a new complaint (15 days response to rest)
positive,Monster jam tonight and Celtics home opener tomorrow...loveeee living walking distance from the gahhhhden #bostongirl #citychick
neutral,May or may not be watching FX right now. Might be a movie about just over 25 things
neutral,"@ShaySWood VH1\u2019s \""Mob Wives\"" Celebrate the 20th Anniversary of the @5001Flavors Clothing Line in New York City - http://t.co/Q8RLclZB"
positive,I may not be the best singer but when I\u2019m in the shower.I turn into Zayn Malik\u002c and I regret nothing :3
positive,Great start to my 4 days off\u002c sat on the sofa\u002c feet up with a JD and coke listening to Al Green\u002c get in :D
positive,We may or may not be skyping with Drake right now....hahahahaha #MadeMyNight http://t.co/ixnemzDg
